+AF8-id,stop+AF8-name,stop+AF8-lat,stop+AF8-lon,location+AF8-type,parent+AF8-station,zone+AF8-id,wheelchair+AF8-boarding,MFL,BSS,NHSL
17811,Aramingo Av +ACY- Cumberland St ,39.976263,+AC0-75.119754,,,1,,,,
17786,Aramingo Av +ACY- Huntingdon St ,39.979027,+AC0-75.118656,,,1,,,,
17812,Aramingo Av +ACY- Huntingdon St ,39.97875,+AC0-75.118598,,,1,,,,
17813,Aramingo Av +ACY- Lehigh Av ,39.981434,+AC0-75.117393,,,1,,,,
17785,Aramingo Av +ACY- Lehigh St +AC0- FS,39.981416,+AC0-75.117582,,,1,,,,
17788,Aramingo Av +ACY- Norris St ,39.974093,+AC0-75.122682,,,1,,,,
17769,Aramingo Av +ACY- Ontario St,39.991068,+AC0-75.101601,,,1,,,,
17821,Aramingo Av +ACY- Ontario St ,39.990917,+AC0-75.101661,,,1,,,,
17784,Aramingo Av +ACY- Somerset St ,39.983643,+AC0-75.115635,,,1,,,,
17814,Aramingo Av +ACY- Somerset St ,39.983455,+AC0-75.115671,,,1,,,,
17768,Aramingo Av +ACY- Tioga St ,39.992258,+AC0-75.099291,,,1,,,,
17822,Aramingo Av +ACY- Tioga St ,39.992115,+AC0-75.099339,,,1,,,,
24019,Aramingo Av +ACY- Venango St,39.993475,+AC0-75.097005,,,1,,,,
23999,Aramingo Av +ACY- Venango St ,39.993332,+AC0-75.097053,,,1,,,,
17772,Aramingo Av +ACY- Westmoreland St,39.989851,+AC0-75.103911,,,1,,,,
17819,Aramingo Av +ACY- Westmoreland St +AC0- FS,39.989815,+AC0-75.103781,,,1,,,,
1133,Aramingo Av +ACY- York St ,39.975445,+AC0-75.121069,,,1,,,,
22033,Aramingo Av +ACY- York St +AC0- FS,39.975391,+AC0-75.12088,,,1,,,,
27795,Arch Rd +ACY- Elizabeth Dr +AC0- FS,40.134625,+AC0-75.306943,,,1,,,,
1684,Arch Rd +ACY- Germantown Pk    ,40.136168,+AC0-75.305153,,,1,,,,
1697,Arch Rd +ACY- Germantown Pk +AC0- FS,40.135553,+AC0-75.30603,,,1,,,,
27587,Arch Rd +ACY- Henley Rd,40.138245,+AC0-75.302982,,,1,,,,
27794,Arch Rd +ACY- Henley Rd,40.138477,+AC0-75.303018,,,1,,,,
4459,Arch St +ACY- 10th St,39.953607,+AC0-75.156166,,,1,,,,
14933,Arch St +ACY- 11th St,39.953807,+AC0-75.157771,,,1,,,,
4460,Arch St +ACY- 12th St,39.953971,+AC0-75.159318,,,1,,,,
4461,Arch St +ACY- 13th St,39.95417,+AC0-75.160876,,,1,,,,
4462,Arch St +ACY- 15th St,39.954652,+AC0-75.164665,,,1,,,,
4463,Arch St +ACY- 17th St,39.955051,+AC0-75.167875,,,1,,,,
14935,Arch St +ACY- 18th St,39.955242,+AC0-75.169445,,,1,,,,
4464,Arch St +ACY- 19th St,39.955459,+AC0-75.171039,,,1,,,,
4465,Arch St +ACY- 20th St,39.95565,+AC0-75.172609,,,1,,,,
14928,Arch St +ACY- 21st St,39.955868,+AC0-75.17445,,,1,,,,
107,Arch St +ACY- 22nd St,39.95605,+AC0-75.176079,,,1,,,,
14931,Arch St +ACY- 2nd St,39.951971,+AC0-75.143147,,,1,,,,
4467,Arch St +ACY- 3rd St,39.952208,+AC0-75.145082,,,1,,,,
3492,Arch St +ACY- 4th St +AC0- FS,39.952444,+AC0-75.147018,,,1,,,,
4469,Arch St +ACY- 5th St,39.952617,+AC0-75.14834,,,1,,,,
4470,Arch St +ACY- 6th St,39.952816,+AC0-75.149804,,,1,,,,
4471,Arch St +ACY- 7th St,39.952999,+AC0-75.151456,,,1,,,,
4472,Arch St +ACY- 8th St,39.953171,+AC0-75.152944,,,1,,,,
14932,Arch St +ACY- 9th St,39.953353,+AC0-75.154502,,,1,,,,
4474,Arch St +ACY- Broad St,39.954389,+AC0-75.162847,,,1,,,,
27877,Arcola Rd +ACY- Springhouse Dr,40.163223,+AC0-75.472849,,,1,,,,
27898,Arcola Rd +ACY- Springhouse Dr FS,40.164472,+AC0-75.473643,,,1,,,,
27873,Arcola Rd +ACY- Troutman Rd +AC0- MBFS,40.158851,+AC0-75.465824,,,1,,,,
18874,Ardmore Av +ACY- Athens Av,40.008238,+AC0-75.293935,,,1,,,,
18879,Ardmore Av +ACY- School Ln,40.007579,+AC0-75.295237,,,1,,,,
18873,Ardmore Av +ACY- Spring Av,40.005985,+AC0-75.298383,,,1,,,,
1923,Ardmore Av Station,39.999918,+AC0-75.309467,,,2,,,,1
30519,Ardmore Junction Station,39.996262,+AC0-75.303695,,,2,,,,1
31555,Ardmore Junction Station,39.99619,+AC0-75.302998,,,1,,,,
31556,Ardmore Junction Station,39.9961,+AC0-75.302809,,,1,,,,
19518,Argyle Rd +ACY- Athens Av,39.99676,+AC0-75.285414,,,1,,,,
19513,Argyle Rd +ACY- Church Rd,40.003687,+AC0-75.286983,,,1,,,,
19509,Argyle Rd +ACY- Grenox Rd,39.996581,+AC0-75.285225,,,1,,,,
19512,Argyle Rd +ACY- Hood Rd,40.002303,+AC0-75.286254,,,1,,,,
19516,Argyle Rd +ACY- Hood Rd,40.00233,+AC0-75.286454,,,1,,,,
19508,Argyle Rd +ACY- Knox Rd,39.993787,+AC0-75.284675,,,1,,,,
19519,Argyle Rd +ACY- Knox Rd,39.99393,+AC0-75.284888,,,1,,,,
19515,Argyle Rd +ACY- Linwood Av,40.003795,+AC0-75.287231,,,1,,,,
19514,Argyle Rd +ACY- Simpson Rd,40.006019,+AC0-75.288397,,,1,,,,
29790,Argyle Rd +ACY- Simpson Rd +AC0- FS,40.005912,+AC0-75.288515,,,1,0,,,
29791,Argyle Rd +ACY- Sussex Rd ,39.999223,+AC0-75.285539,,,1,,,,
19511,Argyle Rd +ACY- Wynnewood Rd,40.000437,+AC0-75.28543,,,1,,,,
19517,Argyle Rd +ACY- Wynnewood Rd +AC0- FS,40.000437,+AC0-75.285607,,,1,,,,
30672,Arleans Av +ACY- Avenrowe Ct ,40.187971,+AC0-74.831487,,,1,,,,
31312,Arleans Av +ACY- Lincoln Hwy +AC0- 2,40.190587,+AC0-74.8315,,,1,,,,
30552,Arleans Av +ACY- Lincoln Hwy +AC0- FS,40.19057,+AC0-74.83169,,,1,,,,
31318,Arleans Av +ACY- Lincoln Hwy +AC0- MBFS,40.189078,+AC0-74.831549,,,1,,,,
28012,Arleans Av +ACY- Lincoln Hwy +AC0- MBNS,40.189086,+AC0-74.831359,,,1,,,,
16395,Aronimink Station,39.949203,+AC0-75.306033,,,1,,,,
16402,Aronimink Station,39.949319,+AC0-75.306304,,,1,,,,
24574,Arrott St +ACY- Adams Av ,40.023261,+AC0-75.094799,,,1,,,,
17623,Arrott St +ACY- Castor Av ,40.022517,+AC0-75.093667,,,1,,,,
17621,Arrott St +ACY- Horrocks St ,40.019873,+AC0-75.089602,,,1,,,,
17622,Arrott St +ACY- Large St ,40.021029,+AC0-75.091393,,,1,,,,
17615,Arrott St +ACY- Leiper St ,40.017927,+AC0-75.086195,,,1,,,,
17616,Arrott St +ACY- Oakland St ,40.01921,+AC0-75.088446,,,1,,,,
220,Arrott Transportation Center,40.016869,+AC0-75.084202,,,1,,,,
640,Art Museum Dr  +ACY- Back Entrance +AC0- 2,39.966397,+AC0-75.182102,,,1,,,,
21214,Art Museum Dr  +ACY- Back Entrance +AC0- 2,39.966236,+AC0-75.182103,,,1,,,,
21215,Art Museum Dr  +ACY- Kelly Dr +AC0- MBFS,39.966526,+AC0-75.180035,,,1,,,,
21216,Art Museum Dr  +ACY- Kelly Dr 3 +AC0- MBNS,39.9665,+AC0-75.180165,,,1,,,,
31625,Art Museum Dr +ACY- Spring Garden St +AC0- FS,39.964889,+AC0-75.182237,,,1,0,,,
30834,Art Museum Dr +ACY- Spring Garden St 3,39.964791,+AC0-75.18232,,,1,,,,
22824,Ashbourne Rd +ACY- Arbor Rd,40.05993,+AC0-75.106679,,,1,,,,
22736,Ashbourne Rd +ACY- Boyer Rd,40.060686,+AC0-75.105705,,,1,,,,
22823,Ashbourne Rd +ACY- Boyer Rd +AC0- FS,40.060706,+AC0-75.105908,,,1,,,,
22737,Ashbourne Rd +ACY- Croyden Rd,40.061318,+AC0-75.105088,,,1,,,,
22822,Ashbourne Rd +ACY- Croyden Rd +AC0- FS,40.061388,+AC0-75.105227,,,1,,,,
22742,Ashbourne Rd +ACY- Foster Rd,40.061123,+AC0-75.09869,,,1,,,,
22818,Ashbourne Rd +ACY- Foster Rd,40.061109,+AC0-75.098446,,,1,,,,
22735,Ashbourne Rd +ACY- Front St,40.059797,+AC0-75.10688,,,1,,,,
22738,Ashbourne Rd +ACY- Jenkintown Rd,40.061986,+AC0-75.104304,,,1,,,,
26505,Ashbourne Rd +ACY- Jenkintown Rd,40.062146,+AC0-75.10422,,,1,,,,
22741,Ashbourne Rd +ACY- Oak Hill Dr,40.06184,+AC0-75.099822,,,1,,,,
22819,Ashbourne Rd +ACY- Oak Hill Dr,40.06192,+AC0-75.099609,,,1,,,,
22739,Ashbourne Rd +ACY- Rolling Green Rd,40.062081,+AC0-75.103038,,,1,,,,
22821,Ashbourne Rd +ACY- Rolling Green Rd,40.062187,+AC0-75.102884,,,1,,,,
22743,Ashbourne Rd +ACY- Rowland Av,40.060048,+AC0-75.097217,,,1,,,,
22817,Ashbourne Rd +ACY- Rowland Av,40.060066,+AC0-75.096956,,,1,,,,
22740,Ashbourne Rd +ACY- Waltham Rd,40.061951,+AC0-75.101146,,,1,,,,
22820,Ashbourne Rd +ACY- Waltham Rd,40.062066,+AC0-75.100968,,,1,,,,
22776,Ashburner St +ACY- Hegerman St,40.039425,+AC0-75.014182,,,1,,,,
22777,Ashburner St +ACY- Torresdale Av,40.04033,+AC0-75.015288,,,1,,,,
22794,Ashburner St +ACY- Torresdale Av +AC0- FS,40.040178,+AC0-75.015324,,,1,,,,
19232,Ashland Av +ACY- Academy Av,39.906941,+AC0-75.294245,,,1,,,,
19236,Ashland Av +ACY- Beech Av,39.91191,+AC0-75.300397,,,1,,,,
19151,Ashland Av +ACY- Garfield Av,39.907943,+AC0-75.295778,,,1,,,,
19233,Ashland Av +ACY- Garfield Av,39.907996,+AC0-75.29553,,,1,,,,
19148,Ashland Av +ACY- Glenhaven Rd,39.910704,+AC0-75.29923,,,1,,,,
19235,Ashland Av +ACY- Glenhaven Rd,39.910775,+AC0-75.299018,,,1,,,,
31401,Ashland Av +ACY- MacDade Blvd +AC0- FS,39.905163,+AC0-75.292207,,,1,,,,
19150,Ashland Av +ACY- Stratford Rd,39.909587,+AC0-75.297816,,,1,,,,
19234,Ashland Av +ACY- Stratford Rd,39.909542,+AC0-75.297462,,,1,,,,
23353,Ashton Rd +ACY- Grant Av,40.072017,+AC0-75.013117,,,1,,,,
23399,Ashton Rd +ACY- Grant Av +AC0- FS,40.071982,+AC0-75.013295,,,1,,,,
23400,Ashton Rd +ACY- Grant Av +AC0- MBFS,40.070265,+AC0-75.014973,,,1,,,,
23411,Ashton Rd +ACY- Holme Cir,40.056813,+AC0-75.028414,,,1,,,,
23341,Ashton Rd +ACY- Holme Cir +AC0- FS,40.056973,+AC0-75.028106,,,1,,,,
23342,Ashton Rd +ACY- Jenny Pl,40.058165,+AC0-75.026928,,,1,,,,
23409,Ashton Rd +ACY- Jenny Pl,40.058334,+AC0-75.026904,,,1,,,,
23343,Ashton Rd +ACY- Jenny Pl +AC0- MBFS,40.058983,+AC0-75.026096,,,1,,,,
23345,Ashton Rd +ACY- Maxwell St,40.061261,+AC0-75.023765,,,1,,,,
23406,Ashton Rd +ACY- Maxwell St,40.061413,+AC0-75.023764,,,1,,,,
23401,Ashton Rd +ACY- Norcross Ln,40.068494,+AC0-75.016757,,,1,,,,
23351,Ashton Rd +ACY- Norcross Ln +AC0- FS,40.068529,+AC0-75.01658,,,1,,,,
23410,Ashton Rd +ACY- Old Ashton Rd,40.057721,+AC0-75.02751,,,1,,,,
23404,Ashton Rd +ACY- Ryerson Rd,40.064615,+AC0-75.020576,,,1,,,,
23348,Ashton Rd +ACY- Ryerson Rd +AC0- NS,40.064455,+AC0-75.020589,,,1,,,,
23352,Ashton Rd +ACY- Saxton Rd +AC0- MBFS,40.070255,+AC0-75.014843,,,1,,,,
23407,Ashton Rd +ACY- Tolbut St,40.060505,+AC0-75.024704,,,1,,,,
23344,Ashton Rd +ACY- Tolbut St +AC0- FS,40.06054,+AC0-75.024526,,,1,,,,
23408,Ashton Rd +ACY- Tolbut St +AC0- MBFS,40.059037,+AC0-75.02619,,,1,,,,
23346,Ashton Rd +ACY- Tremont St,40.062533,+AC0-75.022492,,,1,,,,
23405,Ashton Rd +ACY- Tremont St,40.062676,+AC0-75.022492,,,1,,,,
395,Ashton Rd +ACY- Willits Rd,40.063201,+AC0-75.021992,,,1,,,,
23347,Ashton Rd +ACY- Willits Rd +AC0- FS,40.063209,+AC0-75.021838,,,1,,,,
23350,Ashton Rd +ACY- Woodbridge Rd,40.066359,+AC0-75.018733,,,1,,,,
23402,Ashton Rd +ACY- Woodbridge Rd,40.066493,+AC0-75.018744,,,1,,,,
14937,Aspen St +ACY- 23rd St +AC0- FS,39.968588,+AC0-75.175338,,,1,,,,
4549,Aspen st +ACY- 24th St,39.968715,+AC0-75.176543,,,1,,,,
14938,Aspen St +ACY- 26th St,39.969141,+AC0-75.179754,,,1,,,,
21629,Aspen St +ACY- 41st St,39.966128,+AC0-75.205454,,,1,,,,
21631,Aspen St +ACY- 42nd St +AC0- FS,39.965943,+AC0-75.207751,,,1,,,,
21632,Aspen St +ACY- 43rd St,39.965832,+AC0-75.209388,,,1,,,,
21633,Aspen St +ACY- 44th St,39.965736,+AC0-75.210829,,,1,,,,
31481,Aspen St +ACY- 45th St +AC0- FS,39.965622,+AC0-75.211999,,,1,,,,
21634,Aspen St +ACY- 46th St,39.965526,+AC0-75.213251,,,1,,,,
21630,Aspen St +ACY- Lancaster Av,39.966023,+AC0-75.206754,,,1,,,,
21628,Aspen St +ACY- Preston St,39.96625,+AC0-75.203847,,,1,,,,
4557,Aspen St +ACY- Taney St,39.969223,+AC0-75.180557,,,1,,,,
18892,Athens Av +ACY- Cricket Av,40.006719,+AC0-75.292733,,,1,,,,
1818,Audubon Rd +ACY- Adams Av +AC0- FS,40.117245,+AC0-75.423039,,,1,,,,
30383,Av of the States +ACY- 4th St,39.847576,+AC0-75.359672,,,1,,,,
25135,Av of the States +ACY- 7th St,39.850709,+AC0-75.360943,,,1,,,,
25616,Av of the States +ACY- 8th St,39.852154,+AC0-75.360812,,,1,,,,
30393,Av of the States +ACY- 8th St,39.852261,+AC0-75.360599,,,1,,,,
1938,Avon Rd Station,39.957623,+AC0-75.269455,,,1,,,,
1957,Avon Rd Station ,39.957755,+AC0-75.268722,,,1,,,,
17894,B St +ACY- Erie Av ,40.007099,+AC0-75.123308,,,1,,,,
17712,B St +ACY- Erie Av +AC0- FS,40.007082,+AC0-75.123628,,,1,,,,
27278,B St +ACY- V St,40.088038,+AC0-75.331064,,,1,,,,
17893,B St +ACY- Venango St,40.003736,+AC0-75.124091,,,1,,,,
17715,B St +ACY- Venango St ,40.003897,+AC0-75.124232,,,1,,,,
25064,Bainbridge St +ACY- 22nd St,39.944364,+AC0-75.178955,,,1,,,,
31720,Bakers Centre +ACY- Fox St +AC0- onsite,40.009499,+AC0-75.175039,,,1,0,,,
698,Bala Av +ACY- City Av,40.000243,+AC0-75.22891,,,1,,,,
30129,Bala Av +ACY- City Av +AC0- FS,40.000466,+AC0-75.22891,,,1,,,,
29566,Bala Av +ACY- Highland Av,40.005104,+AC0-75.232206,,,1,,,,
29567,Bala Av +ACY- Highland Av,40.004996,+AC0-75.232052,,,1,,,,
21770,Bala Av +ACY- Montgomery Av,40.006335,+AC0-75.232238,,,1,,,,
29565,Bala Av +ACY- Montgomery Av,40.00647,+AC0-75.232462,,,1,,,,
21682,Bala Av +ACY- Union Av,40.003174,+AC0-75.231277,,,1,,,,
21769,Bala Av +ACY- Union Av,40.003103,+AC0-75.231041,,,1,,,,
19900,Baltimore Av  +ACY- Highland Av,39.938632,+AC0-75.270654,,,1,,,,
20877,Baltimore Av +ACY- 41st St,39.949761,+AC0-75.205859,,,1,,,,
20878,Baltimore Av +ACY- 41st St,39.949885,+AC0-75.205658,,,1,,,,
20876,Baltimore Av +ACY- 42nd St,39.949736,+AC0-75.207265,,,1,,,,
20879,Baltimore Av +ACY- 42nd St,39.949852,+AC0-75.207005,,,1,,,,
20875,Baltimore Av +ACY- 43rd St,39.949481,+AC0-75.20932,,,1,,,,
20880,Baltimore Av +ACY- 43rd St,39.949641,+AC0-75.209154,,,1,,,,
20874,Baltimore Av +ACY- 44th St,39.949181,+AC0-75.21127,,,1,,,,
20881,Baltimore Av +ACY- 44th St,39.949332,+AC0-75.211092,,,1,,,,
20873,Baltimore Av +ACY- 45th St,39.949006,+AC0-75.213018,,,1,,,,
20882,Baltimore Av +ACY- 45th St,39.949148,+AC0-75.212828,,,1,,,,
20872,Baltimore Av +ACY- 46th St,39.948786,+AC0-75.215061,,,1,,,,
20883,Baltimore Av +ACY- 46th St,39.948937,+AC0-75.214884,,,1,,,,
20871,Baltimore Av +ACY- 47th St,39.94854,+AC0-75.217188,,,1,,,,
20884,Baltimore Av +ACY- 47th St,39.948691,+AC0-75.21701,,,1,,,,
20870,Baltimore Av +ACY- 48th St,39.948329,+AC0-75.21929,,,1,,,,
20885,Baltimore Av +ACY- 48th St,39.948472,+AC0-75.219101,,,1,,,,
600,Baltimore Av +ACY- 49th St,39.948101,+AC0-75.221404,,,1,,,,
601,Baltimore Av +ACY- 49th St,39.948261,+AC0-75.221109,,,1,,,,
20869,Baltimore Av +ACY- 50th St,39.947872,+AC0-75.223377,,,1,,,,
20886,Baltimore Av +ACY- 50th St,39.948041,+AC0-75.223199,,,1,,,,
20868,Baltimore Av +ACY- 51st St,39.947715,+AC0-75.225456,,,1,,,,
20887,Baltimore Av +ACY- 51st St,39.94783,+AC0-75.225266,,,1,,,,
20867,Baltimore Av +ACY- 52nd St,39.947727,+AC0-75.22751,,,1,,,,
20888,Baltimore Av +ACY- 52nd St,39.947842,+AC0-75.227309,,,1,,,,
20866,Baltimore Av +ACY- 53rd St,39.947766,+AC0-75.229612,,,1,,,,
20889,Baltimore Av +ACY- 53rd St,39.947846,+AC0-75.229317,,,1,,,,
20865,Baltimore Av +ACY- 54th St,39.947742,+AC0-75.231466,,,1,,,,
20890,Baltimore Av +ACY- 54th St,39.947866,+AC0-75.231111,,,1,,,,
20864,Baltimore Av +ACY- 55th St,39.947246,+AC0-75.233746,,,1,,,,
20891,Baltimore Av +ACY- 55th St,39.947442,+AC0-75.233522,,,1,,,,
20863,Baltimore Av +ACY- 56th St,39.946785,+AC0-75.235602,,,1,,,,
20892,Baltimore Av +ACY- 56th St,39.946936,+AC0-75.235519,,,1,,,,
20862,Baltimore Av +ACY- 57th St,39.946386,+AC0-75.237327,,,1,,,,
20893,Baltimore Av +ACY- 57th St,39.946431,+AC0-75.237763,,,1,,,,
20861,Baltimore Av +ACY- 58th St,39.945783,+AC0-75.240304,,,1,,,,
20894,Baltimore Av +ACY- 58th St,39.945926,+AC0-75.240221,,,1,,,,
20860,Baltimore Av +ACY- 59th St,39.945232,+AC0-75.241805,,,1,,,,
20895,Baltimore Av +ACY- 59th St,39.945411,+AC0-75.241698,,,1,,,,
20859,Baltimore Av +ACY- 60th St,39.944299,+AC0-75.244429,,,1,,,,
20896,Baltimore Av +ACY- 60th St,39.944468,+AC0-75.244322,,,1,,,,
599,Baltimore Av +ACY- 61st St Angora Loop,39.943811,+AC0-75.246343,,,1,,,,
19903,Baltimore Av +ACY- Ardmore Av,39.937009,+AC0-75.278592,,,1,,,,
19247,Baltimore Av +ACY- Bishop Av,39.924977,+AC0-75.310667,,,1,,,,
20022,Baltimore Av +ACY- Burmont Rd,39.934837,+AC0-75.283957,,,1,,,,
19912,Baltimore Av +ACY- Church St,39.928242,+AC0-75.300225,,,1,,,,
19246,Baltimore Av +ACY- Delmar Dr,39.925742,+AC0-75.308056,,,1,,,,
19908,Baltimore Av +ACY- Edgemont Av +AC0- MBFS,39.932025,+AC0-75.29101,,,1,,,,
14833,Baltimore Av +ACY- Glenwood Av,39.93125,+AC0-75.2927,,,1,,,,
19905,Baltimore Av +ACY- Jackson St +AC0- FS,39.934206,+AC0-75.28613,,,1,,,,
14832,Baltimore Av +ACY- Lansdowne Av +AC0- FS,39.938295,+AC0-75.272497,,,1,,,,
14845,Baltimore Av +ACY- Lansdowne Av +AC0- FS,39.938197,+AC0-75.272119,,,1,,,,
19907,Baltimore Av +ACY- Marple Av,39.932951,+AC0-75.28899,,,1,,,,
19904,Baltimore Av +ACY- Martin Dr +AC0- FS,39.936609,+AC0-75.280435,,,1,,,,
2045,Baltimore Av +ACY- Oak Av +AC0- MBFS,39.927219,+AC0-75.303332,,,1,,,,
20014,Baltimore Av +ACY- Rigby Av,39.938914,+AC0-75.268151,,,1,,,,
19901,Baltimore Av +ACY- Runnemede Av,39.93771,+AC0-75.275249,,,1,,,,
19910,Baltimore Av +ACY- Springfield Rd,39.929301,+AC0-75.297048,,,1,,,,
19911,Baltimore Av +ACY- Sycamore Av,39.928633,+AC0-75.299044,,,1,,,,
20013,Baltimore Av +ACY- Wycombe Av,39.938649,+AC0-75.269604,,,1,,,,
1959,Baltimore Av Station,39.931153,+AC0-75.292901,,,1,,,,
30376,Baltimore Av Station,39.931322,+AC0-75.292794,,,1,,,,
20072,Baltimore Pike +ACY- 605 East,39.914705,+AC0-75.376697,,,1,,,,
20071,Baltimore Pike +ACY- Chesley Dr ,39.914097,+AC0-75.372566,,,1,,,,
4599,Baltimore Pike +ACY- Edgmont St,39.91636,+AC0-75.385701,,,1,,,,
20028,Baltimore Pike +ACY- Elwyn Rd,39.916829,+AC0-75.404669,,,1,,,,
20074,Baltimore Pike +ACY- Jackson St,39.916932,+AC0-75.389573,,,1,,,,
4614,Baltimore Pike +ACY- Lemon St,39.917648,+AC0-75.394931,,,1,,,,
4666,Baltimore Pike +ACY- Manchester Av,39.915966,+AC0-75.382786,,,1,,,,
2042,Baltimore Pike +ACY- Oak Av +AC0- MBNS,39.927103,+AC0-75.303108,,,1,,,,
4628,Baltimore Pike +ACY- Olive St,39.917129,+AC0-75.391119,,,1,,,,
4630,Baltimore Pike +ACY- Orange St +AC0- FS,39.917442,+AC0-75.393467,,,1,,,,
4638,Baltimore Pike +ACY- Radnor St,39.916136,+AC0-75.384096,,,1,,,,
20026,Baltimore Pike +ACY- School Ln,39.916331,+AC0-75.415587,,,1,,,,
4649,Baltimore Pike +ACY- South Av +AC0- FS,39.917308,+AC0-75.392476,,,1,,,,
20075,Baltimore Pike +ACY- State St,39.918006,+AC0-75.397398,,,1,,,,
4663,Baltimore Pike +ACY- Turner Rd +AC0- FS,39.913407,+AC0-75.366748,,,1,,,,
4667,Baltimore Pike +ACY- Wallingford Rd,39.913436,+AC0-75.354403,,,1,,,,
19996,Baltimore Pk +ACY- Andrew Rd +AC0- FS,39.921461,+AC0-75.321001,,,1,,,,
20010,Baltimore Pk +ACY- Ardmore Av,39.936777,+AC0-75.278888,,,1,,,,
20042,Baltimore Pk +ACY- Beatty Rd,39.91501,+AC0-75.378916,,,1,,,,
19136,Baltimore Pk +ACY- Bishop Av +AC0- FS,39.924762,+AC0-75.31036,,,1,,,,
15088,Baltimore Pk +ACY- Brinton Lake Rd +AC0- FS,39.883569,+AC0-75.536497,,,1,,,,
20008,Baltimore Pk +ACY- Burmont Rd,39.934588,+AC0-75.284134,,,1,,,,
19210,Baltimore Pk +ACY- Chester Rd,39.913902,+AC0-75.344795,,,1,,,,
19177,Baltimore Pk +ACY- Chester Rd +AC0- FS,39.914125,+AC0-75.344417,,,1,,,,
15077,Baltimore Pk +ACY- Cheyney Rd,39.891294,+AC0-75.505689,,,1,,,,
15134,Baltimore Pk +ACY- Cheyney Rd +AC0- FS,39.891035,+AC0-75.50563,,,1,,,,
19212,Baltimore Pk +ACY- Church Rd,39.914845,+AC0-75.340297,,,1,,,,
20000,Baltimore Pk +ACY- Church St,39.927983,+AC0-75.300438,,,1,,,,
29916,Baltimore Pk +ACY- Conchester Hwy +AC0- FS,39.885558,+AC0-75.52738,,,1,,,,
15080,Baltimore Pk +ACY- Concord Rd,39.886561,+AC0-75.522308,,,1,,,,
20003,Baltimore Pk +ACY- Diamond St,39.929781,+AC0-75.295548,,,1,,,,
20004,Baltimore Pk +ACY- Edgemont Av +AC0- MBNS,39.931953,+AC0-75.290751,,,1,,,,
20038,Baltimore Pk +ACY- Edgmont St,39.916253,+AC0-75.386079,,,1,,,,
20009,Baltimore Pk +ACY- Gladstone Rd,39.936422,+AC0-75.280506,,,1,,,,
14844,Baltimore Pk +ACY- Glenwood Av,39.931027,+AC0-75.292783,,,1,0,,,
20044,Baltimore Pk +ACY- Grandview Rd,39.913972,+AC0-75.372885,,,1,,,,
15071,Baltimore Pk +ACY- Granite Farm +AC0- FS,39.908361,+AC0-75.449755,,,1,,,,
15143,Baltimore Pk +ACY- Granite Farms,39.9082,+AC0-75.449448,,,1,,,,
25284,Baltimore Pk +ACY- Granite Ln,39.913637,+AC0-75.434295,,,1,,,,
25290,Baltimore Pk +ACY- Granite Run Mall Dr,39.914012,+AC0-75.43361,,,1,,,,
19914,Baltimore Pk +ACY- Homestead Av,39.923108,+AC0-75.316513,,,1,,,,
19998,Baltimore Pk +ACY- Homestead Av +AC0- FS,39.922992,+AC0-75.3163,,,1,,,,
20007,Baltimore Pk +ACY- Jackson St,39.934054,+AC0-75.286012,,,1,,,,
19919,Baltimore Pk +ACY- Leamy Av,39.918853,+AC0-75.329008,,,1,,,,
31501,Baltimore Pk +ACY- Leamy Av,39.91855,+AC0-75.329315,,,1,,,,
19917,Baltimore Pk +ACY- Lehan Cr,39.920803,+AC0-75.323445,,,1,,,,
19995,Baltimore Pk +ACY- Lehan Cr,39.920651,+AC0-75.323339,,,1,,,,
20032,Baltimore Pk +ACY- Lemon St,39.917559,+AC0-75.395474,,,1,,,,
20040,Baltimore Pk +ACY- Manchester Av,39.915877,+AC0-75.383377,,,1,,,,
20005,Baltimore Pk +ACY- Marple Av +AC0- FS,39.932808,+AC0-75.288884,,,1,,,,
29800,Baltimore Pk +ACY- Middletown Rd +AC0- FS,39.915083,+AC0-75.425962,,,1,,,,
20037,Baltimore Pk +ACY- Monroe St,39.91653,+AC0-75.388062,,,1,,,,
20073,Baltimore Pk +ACY- Monroe St,39.916646,+AC0-75.38772,,,1,,,,
18984,Baltimore Pk +ACY- New Middletown Rd ,39.914859,+AC0-75.426198,,,1,,,,
15075,Baltimore Pk +ACY- New Seasons,39.897273,+AC0-75.48881,,,1,,,,
15136,Baltimore Pk +ACY- New Seasons,39.897068,+AC0-75.489494,,,1,,,,
19913,Baltimore Pk +ACY- North Av,39.923829,+AC0-75.314186,,,1,,,,
19999,Baltimore Pk +ACY- North Av,39.923588,+AC0-75.314387,,,1,,,,
19916,Baltimore Pk +ACY- Norwinden Dr,39.921622,+AC0-75.321071,,,1,,,,
19178,Baltimore Pk +ACY- Old Sproul Shopping Ctr +AC0- FS,39.913877,+AC0-75.346471,,,1,,,,
20035,Baltimore Pk +ACY- Olive St,39.917004,+AC0-75.391414,,,1,,,,
20033,Baltimore Pk +ACY- Orange St,39.917264,+AC0-75.393397,,,1,,,,
4659,Baltimore Pk +ACY- Pennell Rd +AC0- MBFS,39.910021,+AC0-75.446663,,,1,,,,
2063,Baltimore Pk +ACY- Providence Rd    ,39.915492,+AC0-75.380674,,,1,,,,
20039,Baltimore Pk +ACY- Radnor St,39.916029,+AC0-75.384486,,,1,,,,
